Date,Open,High,Low,Close,Adj Close,Volume
2020-04-15,12.450000,12.450000,12.450000,12.450000,11.408123,0
2020-04-16,12.470000,12.470000,12.470000,12.470000,11.426446,0
2020-04-17,12.440000,12.440000,12.440000,12.440000,11.398956,0
2020-04-20,12.450000,12.450000,12.450000,12.450000,11.408123,0
2020-04-21,12.460000,12.460000,12.460000,12.460000,11.417283,0
2020-04-22,12.440000,12.440000,12.440000,12.440000,11.398956,0
2020-04-23,12.470000,12.470000,12.470000,12.470000,11.426446,0
2020-04-24,12.470000,12.470000,12.470000,12.470000,11.426446,0
2020-04-27,12.420000,12.420000,12.420000,12.420000,11.380632,0
2020-04-28,12.460000,12.460000,12.460000,12.460000,11.417283,0
2020-04-29,12.460000,12.460000,12.460000,12.460000,11.417283,0
2020-04-30,12.450000,12.450000,12.450000,12.450000,11.430140,0
2020-05-01,12.450000,12.450000,12.450000,12.450000,11.430140,0
2020-05-04,12.430000,12.430000,12.430000,12.430000,11.411774,0
2020-05-05,12.420000,12.420000,12.420000,12.420000,11.402596,0
2020-05-06,12.380000,12.380000,12.380000,12.380000,11.365876,0
2020-05-07,12.430000,12.430000,12.430000,12.430000,11.411774,0
2020-05-08,12.390000,12.390000,12.390000,12.390000,11.375055,0
2020-05-11,12.350000,12.350000,12.350000,12.350000,11.338331,0
2020-05-12,12.380000,12.380000,12.380000,12.380000,11.365876,0
2020-05-13,12.400000,12.400000,12.400000,12.400000,11.384232,0
2020-05-14,12.420000,12.420000,12.420000,12.420000,11.402596,0
2020-05-15,12.420000,12.420000,12.420000,12.420000,11.402596,0
2020-05-18,12.380000,12.380000,12.380000,12.380000,11.365876,0
2020-05-19,12.420000,12.420000,12.420000,12.420000,11.402596,0
2020-05-20,12.450000,12.450000,12.450000,12.450000,11.430140,0
2020-05-21,12.460000,12.460000,12.460000,12.460000,11.439318,0
2020-05-22,12.470000,12.470000,12.470000,12.470000,11.448498,0
2020-05-26,12.460000,12.460000,12.460000,12.460000,11.439318,0
2020-05-27,12.460000,12.460000,12.460000,12.460000,11.439318,0
2020-05-28,12.460000,12.460000,12.460000,12.460000,11.439318,0
2020-05-29,12.480000,12.480000,12.480000,12.480000,11.479792,0
2020-06-01,12.480000,12.480000,12.480000,12.480000,11.479792,0
2020-06-02,12.480000,12.480000,12.480000,12.480000,11.479792,0
2020-06-03,12.460000,12.460000,12.460000,12.460000,11.461394,0
2020-06-04,12.430000,12.430000,12.430000,12.430000,11.433801,0
2020-06-05,12.440000,12.440000,12.440000,12.440000,11.443001,0
2020-06-08,12.450000,12.450000,12.450000,12.450000,11.452194,0
2020-06-09,12.470000,12.470000,12.470000,12.470000,11.470592,0
2020-06-10,12.510000,12.510000,12.510000,12.510000,11.507385,0
2020-06-11,12.520000,12.520000,12.520000,12.520000,11.516587,0
2020-06-12,12.500000,12.500000,12.500000,12.500000,11.498189,0
2020-06-15,12.490000,12.490000,12.490000,12.490000,11.488992,0
2020-06-16,12.500000,12.500000,12.500000,12.500000,11.498189,0
2020-06-17,12.500000,12.500000,12.500000,12.500000,11.498189,0
2020-06-18,12.520000,12.520000,12.520000,12.520000,11.516587,0
2020-06-19,12.530000,12.530000,12.530000,12.530000,11.525785,0
2020-06-22,12.520000,12.520000,12.520000,12.520000,11.516587,0
2020-06-23,12.510000,12.510000,12.510000,12.510000,11.507385,0
2020-06-24,12.520000,12.520000,12.520000,12.520000,11.516587,0
2020-06-25,12.520000,12.520000,12.520000,12.520000,11.516587,0
2020-06-26,12.540000,12.540000,12.540000,12.540000,11.534986,0
2020-06-29,12.540000,12.540000,12.540000,12.540000,11.534986,0
2020-06-30,12.540000,12.540000,12.540000,12.540000,11.554334,0
2020-07-01,12.540000,12.540000,12.540000,12.540000,11.554334,0
2020-07-02,12.560000,12.560000,12.560000,12.560000,11.572761,0
2020-07-06,12.560000,12.560000,12.560000,12.560000,11.572761,0
2020-07-07,12.590000,12.590000,12.590000,12.590000,11.600405,0
2020-07-08,12.580000,12.580000,12.580000,12.580000,11.591189,0
2020-07-09,12.610000,12.610000,12.610000,12.610000,11.618834,0
2020-07-10,12.590000,12.590000,12.590000,12.590000,11.600405,0
2020-07-13,12.610000,12.610000,12.610000,12.610000,11.618834,0
2020-07-14,12.610000,12.610000,12.610000,12.610000,11.618834,0
2020-07-15,12.610000,12.610000,12.610000,12.610000,11.618834,0
2020-07-16,12.620000,12.620000,12.620000,12.620000,11.628043,0
2020-07-17,12.620000,12.620000,12.620000,12.620000,11.628043,0
2020-07-20,12.640000,12.640000,12.640000,12.640000,11.646474,0
2020-07-21,12.650000,12.650000,12.650000,12.650000,11.655687,0
2020-07-22,12.660000,12.660000,12.660000,12.660000,11.664902,0
2020-07-23,12.680000,12.680000,12.680000,12.680000,11.683327,0
2020-07-24,12.680000,12.680000,12.680000,12.680000,11.683327,0
2020-07-27,12.660000,12.660000,12.660000,12.660000,11.664902,0
2020-07-28,12.680000,12.680000,12.680000,12.680000,11.683327,0
2020-07-29,12.680000,12.680000,12.680000,12.680000,11.683327,0
2020-07-30,12.700000,12.700000,12.700000,12.700000,11.701757,0
2020-07-31,12.700000,12.700000,12.700000,12.700000,11.718367,0
2020-08-03,12.700000,12.700000,12.700000,12.700000,11.718367,0
2020-08-04,12.720000,12.720000,12.720000,12.720000,11.736822,0
2020-08-05,12.700000,12.700000,12.700000,12.700000,11.718367,0
2020-08-06,12.720000,12.720000,12.720000,12.720000,11.736822,0
2020-08-07,12.710000,12.710000,12.710000,12.710000,11.727596,0
2020-08-10,12.700000,12.700000,12.700000,12.700000,11.718367,0
2020-08-11,12.660000,12.660000,12.660000,12.660000,11.681458,0
2020-08-12,12.630000,12.630000,12.630000,12.630000,11.653779,0
2020-08-13,12.600000,12.600000,12.600000,12.600000,11.626099,0
2020-08-14,12.590000,12.590000,12.590000,12.590000,11.616869,0
2020-08-17,12.590000,12.590000,12.590000,12.590000,11.616869,0
2020-08-18,12.610000,12.610000,12.610000,12.610000,11.635324,0
2020-08-19,12.590000,12.590000,12.590000,12.590000,11.616869,0
2020-08-20,12.610000,12.610000,12.610000,12.610000,11.635324,0
2020-08-21,12.620000,12.620000,12.620000,12.620000,11.644548,0
2020-08-24,12.610000,12.610000,12.610000,12.610000,11.635324,0
2020-08-25,12.590000,12.590000,12.590000,12.590000,11.616869,0
2020-08-26,12.580000,12.580000,12.580000,12.580000,11.607642,0
2020-08-27,12.540000,12.540000,12.540000,12.540000,11.570733,0
2020-08-28,12.550000,12.550000,12.550000,12.550000,11.579959,0
2020-08-31,12.570000,12.570000,12.570000,12.570000,11.614151,0
2020-09-01,12.600000,12.600000,12.600000,12.600000,11.641867,0
2020-09-02,12.630000,12.630000,12.630000,12.630000,11.669588,0
2020-09-03,12.630000,12.630000,12.630000,12.630000,11.669588,0
2020-09-04,12.570000,12.570000,12.570000,12.570000,11.614151,0
2020-09-08,12.580000,12.580000,12.580000,12.580000,11.623385,0
2020-09-09,12.570000,12.570000,12.570000,12.570000,11.614151,0
2020-09-10,12.590000,12.590000,12.590000,12.590000,11.632627,0
2020-09-11,12.590000,12.590000,12.590000,12.590000,11.632627,0
2020-09-14,12.590000,12.590000,12.590000,12.590000,11.632627,0
2020-09-15,12.590000,12.590000,12.590000,12.590000,11.632627,0
2020-09-16,12.580000,12.580000,12.580000,12.580000,11.623385,0
2020-09-17,12.590000,12.590000,12.590000,12.590000,11.632627,0
2020-09-18,12.580000,12.580000,12.580000,12.580000,11.623385,0
2020-09-21,12.580000,12.580000,12.580000,12.580000,11.623385,0
2020-09-22,12.580000,12.580000,12.580000,12.580000,11.623385,0
2020-09-23,12.570000,12.570000,12.570000,12.570000,11.614151,0
2020-09-24,12.560000,12.560000,12.560000,12.560000,11.604905,0
2020-09-25,12.560000,12.560000,12.560000,12.560000,11.604905,0
2020-09-28,12.560000,12.560000,12.560000,12.560000,11.604905,0
2020-09-29,12.560000,12.560000,12.560000,12.560000,11.604905,0
2020-09-30,12.540000,12.540000,12.540000,12.540000,11.604904,0
2020-10-01,12.550000,12.550000,12.550000,12.550000,11.614163,0
2020-10-02,12.540000,12.540000,12.540000,12.540000,11.604904,0
2020-10-05,12.490000,12.490000,12.490000,12.490000,11.558636,0
2020-10-06,12.520000,12.520000,12.520000,12.520000,11.586398,0
2020-10-07,12.500000,12.500000,12.500000,12.500000,11.567890,0
2020-10-08,12.520000,12.520000,12.520000,12.520000,11.586398,0
2020-10-09,12.420000,12.420000,12.420000,12.420000,11.581736,0
2020-10-12,12.430000,12.430000,12.430000,12.430000,11.591062,0
2020-10-13,12.450000,12.450000,12.450000,12.450000,11.609711,0
2020-10-14,12.450000,12.450000,12.450000,12.450000,11.609711,0
2020-10-15,12.440000,12.440000,12.440000,12.440000,11.600386,0
2020-10-16,12.440000,12.440000,12.440000,12.440000,11.600386,0
2020-10-19,12.430000,12.430000,12.430000,12.430000,11.591062,0
2020-10-20,12.410000,12.410000,12.410000,12.410000,11.572412,0
2020-10-21,12.400000,12.400000,12.400000,12.400000,11.563086,0
2020-10-22,12.370000,12.370000,12.370000,12.370000,11.535110,0
2020-10-23,12.390000,12.390000,12.390000,12.390000,11.553759,0
2020-10-26,12.410000,12.410000,12.410000,12.410000,11.572412,0
2020-10-27,12.430000,12.430000,12.430000,12.430000,11.591062,0
2020-10-28,12.420000,12.420000,12.420000,12.420000,11.581736,0
2020-10-29,12.390000,12.390000,12.390000,12.390000,11.553759,0
2020-10-30,12.360000,12.360000,12.360000,12.360000,11.545351,0
2020-11-02,12.380000,12.380000,12.380000,12.380000,11.564038,0
2020-11-03,12.370000,12.370000,12.370000,12.370000,11.554694,0
2020-11-04,12.440000,12.440000,12.440000,12.440000,11.620081,0
2020-11-05,12.460000,12.460000,12.460000,12.460000,11.638763,0
2020-11-06,12.430000,12.430000,12.430000,12.430000,11.610741,0
2020-11-09,12.390000,12.390000,12.390000,12.390000,11.573375,0
2020-11-10,12.370000,12.370000,12.370000,12.370000,11.554694,0
2020-11-11,12.380000,12.380000,12.380000,12.380000,11.564038,0
2020-11-12,12.420000,12.420000,12.420000,12.420000,11.601399,0
2020-11-13,12.410000,12.410000,12.410000,12.410000,11.592059,0
2020-11-16,12.410000,12.410000,12.410000,12.410000,11.592059,0
2020-11-17,12.430000,12.430000,12.430000,12.430000,11.610741,0
2020-11-18,12.450000,12.450000,12.450000,12.450000,11.629421,0
2020-11-19,12.460000,12.460000,12.460000,12.460000,11.638763,0
2020-11-20,12.480000,12.480000,12.480000,12.480000,11.657445,0
2020-11-23,12.470000,12.470000,12.470000,12.470000,11.648103,0
2020-11-24,12.460000,12.460000,12.460000,12.460000,11.638763,0
2020-11-25,12.450000,12.450000,12.450000,12.450000,11.629421,0
2020-11-27,12.480000,12.480000,12.480000,12.480000,11.657445,0
2020-11-30,12.480000,12.480000,12.480000,12.480000,11.675218,0
2020-12-01,12.450000,12.450000,12.450000,12.450000,11.647154,0
2020-12-02,12.430000,12.430000,12.430000,12.430000,11.628443,0
2020-12-03,12.460000,12.460000,12.460000,12.460000,11.656511,0
2020-12-04,12.390000,12.390000,12.390000,12.390000,11.617129,0
2020-12-07,12.410000,12.410000,12.410000,12.410000,11.635880,0
2020-12-08,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-09,12.400000,12.400000,12.400000,12.400000,11.626501,0
2020-12-10,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-11,12.430000,12.430000,12.430000,12.430000,11.654632,0
2020-12-14,12.430000,12.430000,12.430000,12.430000,11.654632,0
2020-12-15,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-16,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-17,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-18,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-21,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-22,12.430000,12.430000,12.430000,12.430000,11.654632,0
2020-12-23,12.410000,12.410000,12.410000,12.410000,11.635880,0
2020-12-24,12.420000,12.420000,12.420000,12.420000,11.645259,0
2020-12-28,12.430000,12.430000,12.430000,12.430000,11.654632,0
2020-12-29,12.430000,12.430000,12.430000,12.430000,11.654632,0
2020-12-30,12.440000,12.440000,12.440000,12.440000,11.664009,0
2020-12-31,12.450000,12.450000,12.450000,12.450000,11.693126,0
2021-01-04,12.440000,12.440000,12.440000,12.440000,11.683733,0
2021-01-05,12.410000,12.410000,12.410000,12.410000,11.655556,0
2021-01-06,12.360000,12.360000,12.360000,12.360000,11.608598,0
2021-01-07,12.340000,12.340000,12.340000,12.340000,11.589811,0
2021-01-08,12.320000,12.320000,12.320000,12.320000,11.571031,0
2021-01-11,12.310000,12.310000,12.310000,12.310000,11.561639,0
2021-01-12,12.310000,12.310000,12.310000,12.310000,11.561639,0
2021-01-13,12.340000,12.340000,12.340000,12.340000,11.589811,0
2021-01-14,12.330000,12.330000,12.330000,12.330000,11.580420,0
2021-01-15,12.340000,12.340000,12.340000,12.340000,11.589811,0
2021-01-19,12.350000,12.350000,12.350000,12.350000,11.599204,0
2021-01-20,12.350000,12.350000,12.350000,12.350000,11.599204,0
2021-01-21,12.330000,12.330000,12.330000,12.330000,11.580420,0
2021-01-22,12.340000,12.340000,12.340000,12.340000,11.589811,0
2021-01-25,12.360000,12.360000,12.360000,12.360000,11.608598,0
2021-01-26,12.360000,12.360000,12.360000,12.360000,11.608598,0
2021-01-27,12.360000,12.360000,12.360000,12.360000,11.608598,0
2021-01-28,12.350000,12.350000,12.350000,12.350000,11.599204,0
2021-01-29,12.340000,12.340000,12.340000,12.340000,11.611435,0
2021-02-01,12.340000,12.340000,12.340000,12.340000,11.611435,0
2021-02-02,12.320000,12.320000,12.320000,12.320000,11.592619,0
2021-02-03,12.300000,12.300000,12.300000,12.300000,11.573796,0
2021-02-04,12.300000,12.300000,12.300000,12.300000,11.573796,0
2021-02-05,12.280000,12.280000,12.280000,12.280000,11.554978,0
2021-02-08,12.290000,12.290000,12.290000,12.290000,11.564388,0
2021-02-09,12.300000,12.300000,12.300000,12.300000,11.573796,0
2021-02-10,12.310000,12.310000,12.310000,12.310000,11.583210,0
2021-02-11,12.300000,12.300000,12.300000,12.300000,11.573796,0
2021-02-12,12.260000,12.260000,12.260000,12.260000,11.536160,0
2021-02-16,12.210000,12.210000,12.210000,12.210000,11.489112,0
2021-02-17,12.230000,12.230000,12.230000,12.230000,11.507934,0
2021-02-18,12.230000,12.230000,12.230000,12.230000,11.507934,0
2021-02-19,12.190000,12.190000,12.190000,12.190000,11.470294,0
2021-02-22,12.150000,12.150000,12.150000,12.150000,11.432654,0
2021-02-23,12.150000,12.150000,12.150000,12.150000,11.432654,0
2021-02-24,12.130000,12.130000,12.130000,12.130000,11.413836,0
2021-02-25,12.030000,12.030000,12.030000,12.030000,11.319739,0
2021-02-26,12.130000,12.130000,12.130000,12.130000,11.429036,0
2021-03-01,12.110000,12.110000,12.110000,12.110000,11.410191,0
2021-03-02,12.120000,12.120000,12.120000,12.120000,11.419617,0
2021-03-03,12.080000,12.080000,12.080000,12.080000,11.381927,0
2021-03-04,12.040000,12.040000,12.040000,12.040000,11.344239,0
2021-03-05,12.030000,12.030000,12.030000,12.030000,11.334815,0
2021-03-08,11.990000,11.990000,11.990000,11.990000,11.297123,0
2021-03-09,12.020000,12.020000,12.020000,12.020000,11.325397,0
2021-03-10,12.040000,12.040000,12.040000,12.040000,11.344239,0
2021-03-11,12.040000,12.040000,12.040000,12.040000,11.344239,0
2021-03-12,11.970000,11.970000,11.970000,11.970000,11.278283,0
2021-03-15,11.980000,11.980000,11.980000,11.980000,11.287704,0
2021-03-16,11.980000,11.980000,11.980000,11.980000,11.287704,0
2021-03-17,11.970000,11.970000,11.970000,11.970000,11.278283,0
2021-03-18,11.930000,11.930000,11.930000,11.930000,11.240595,0
2021-03-19,11.940000,11.940000,11.940000,11.940000,11.250017,0
2021-03-22,11.970000,11.970000,11.970000,11.970000,11.278283,0
2021-03-23,12.000000,12.000000,12.000000,12.000000,11.306553,0
2021-03-24,12.010000,12.010000,12.010000,12.010000,11.315971,0
2021-03-25,11.990000,11.990000,11.990000,11.990000,11.297123,0
2021-03-26,11.980000,11.980000,11.980000,11.980000,11.287704,0
2021-03-29,11.950000,11.950000,11.950000,11.950000,11.259437,0
2021-03-30,11.960000,11.960000,11.960000,11.960000,11.268859,0
2021-03-31,11.960000,11.960000,11.960000,11.960000,11.285844,0
2021-04-01,12.000000,12.000000,12.000000,12.000000,11.323595,0
2021-04-05,11.980000,11.980000,11.980000,11.980000,11.304717,0
2021-04-06,12.020000,12.020000,12.020000,12.020000,11.342467,0
2021-04-07,12.000000,12.000000,12.000000,12.000000,11.323595,0
2021-04-08,12.030000,12.030000,12.030000,12.030000,11.351900,0
2021-04-09,12.020000,12.020000,12.020000,12.020000,11.342467,0
2021-04-12,12.010000,12.010000,12.010000,12.010000,11.333028,0
2021-04-13,12.040000,12.040000,12.040000,12.040000,11.361339,0
2021-04-14,12.030000,12.030000,12.030000,12.030000,11.351900,0
2021-04-15,12.080000,12.080000,12.080000,12.080000,11.399082,0
2021-04-16,12.050000,12.050000,12.050000,12.050000,11.370772,0
2021-04-19,12.040000,12.040000,12.040000,12.040000,11.361339,0
2021-04-20,12.060000,12.060000,12.060000,12.060000,11.380210,0
2021-04-21,12.060000,12.060000,12.060000,12.060000,11.380210,0
2021-04-22,12.070000,12.070000,12.070000,12.070000,11.389645,0
2021-04-23,12.070000,12.070000,12.070000,12.070000,11.389645,0
2021-04-26,12.060000,12.060000,12.060000,12.060000,11.380210,0
2021-04-27,12.030000,12.030000,12.030000,12.030000,11.351900,0
2021-04-28,12.040000,12.040000,12.040000,12.040000,11.361339,0
2021-04-29,12.030000,12.030000,12.030000,12.030000,11.351900,0
2021-04-30,12.040000,12.040000,12.040000,12.040000,11.377413,0
2021-05-03,12.050000,12.050000,12.050000,12.050000,11.386868,0
2021-05-04,12.060000,12.060000,12.060000,12.060000,11.396314,0
2021-05-05,12.060000,12.060000,12.060000,12.060000,11.396314,0
2021-05-06,12.070000,12.070000,12.070000,12.070000,11.405765,0
2021-05-07,12.070000,12.070000,12.070000,12.070000,11.405765,0
2021-05-10,12.050000,12.050000,12.050000,12.050000,11.386868,0
2021-05-11,12.020000,12.020000,12.020000,12.020000,11.358514,0
2021-05-12,11.980000,11.980000,11.980000,11.980000,11.320714,0
2021-05-13,11.990000,11.990000,11.990000,11.990000,11.330166,0
2021-05-14,12.020000,12.020000,12.020000,12.020000,11.358514,0
2021-05-17,12.010000,12.010000,12.010000,12.010000,11.349067,0
2021-05-18,12.010000,12.010000,12.010000,12.010000,11.349067,0
2021-05-19,11.990000,11.990000,11.990000,11.990000,11.330166,0
2021-05-20,12.020000,12.020000,12.020000,12.020000,11.358514,0
2021-05-21,12.030000,12.030000,12.030000,12.030000,11.367968,0
2021-05-24,12.040000,12.040000,12.040000,12.040000,11.377413,0
2021-05-25,12.070000,12.070000,12.070000,12.070000,11.405765,0
2021-05-26,12.060000,12.060000,12.060000,12.060000,11.396314,0
2021-05-27,12.050000,12.050000,12.050000,12.050000,11.386868,0
2021-05-28,12.050000,12.050000,12.050000,12.050000,11.402953,0
2021-06-01,12.040000,12.040000,12.040000,12.040000,11.393488,0
2021-06-02,12.050000,12.050000,12.050000,12.050000,11.402953,0
2021-06-03,12.030000,12.030000,12.030000,12.030000,11.384027,0
2021-06-04,12.070000,12.070000,12.070000,12.070000,11.421878,0
2021-06-07,12.060000,12.060000,12.060000,12.060000,11.412416,0
2021-06-08,12.080000,12.080000,12.080000,12.080000,11.431341,0
2021-06-09,12.110000,12.110000,12.110000,12.110000,11.459727,0
2021-06-10,12.130000,12.130000,12.130000,12.130000,11.478656,0
2021-06-11,12.130000,12.130000,12.130000,12.130000,11.478656,0
2021-06-14,12.100000,12.100000,12.100000,12.100000,11.450268,0
2021-06-15,12.100000,12.100000,12.100000,12.100000,11.450268,0
2021-06-16,12.060000,12.060000,12.060000,12.060000,11.412416,0
2021-06-17,12.100000,12.100000,12.100000,12.100000,11.450268,0
2021-06-18,12.140000,12.140000,12.140000,12.140000,11.488120,0
2021-06-21,12.100000,12.100000,12.100000,12.100000,11.450268,0
2021-06-22,12.110000,12.110000,12.110000,12.110000,11.459727,0
2021-06-23,12.100000,12.100000,12.100000,12.100000,11.450268,0
2021-06-24,12.100000,12.100000,12.100000,12.100000,11.450268,0
2021-06-25,12.080000,12.080000,12.080000,12.080000,11.431341,0
2021-06-28,12.110000,12.110000,12.110000,12.110000,11.459727,0
2021-06-29,12.120000,12.120000,12.120000,12.120000,11.469193,0
2021-06-30,12.130000,12.130000,12.130000,12.130000,11.494779,0
2021-07-01,12.120000,12.120000,12.120000,12.120000,11.485303,0
2021-07-02,12.140000,12.140000,12.140000,12.140000,11.504255,0
2021-07-06,12.190000,12.190000,12.190000,12.190000,11.551636,0
2021-07-07,12.210000,12.210000,12.210000,12.210000,11.570587,0
2021-07-08,12.220000,12.220000,12.220000,12.220000,11.580065,0
2021-07-09,12.170000,12.170000,12.170000,12.170000,11.532681,0
2021-07-12,12.170000,12.170000,12.170000,12.170000,11.532681,0
2021-07-13,12.140000,12.140000,12.140000,12.140000,11.504255,0
2021-07-14,12.180000,12.180000,12.180000,12.180000,11.542157,0
2021-07-15,12.210000,12.210000,12.210000,12.210000,11.570587,0
2021-07-16,12.200000,12.200000,12.200000,12.200000,11.561111,0
2021-07-19,12.260000,12.260000,12.260000,12.260000,11.617970,0
2021-07-20,12.240000,12.240000,12.240000,12.240000,11.599019,0
2021-07-21,12.200000,12.200000,12.200000,12.200000,11.561111,0
2021-07-22,12.230000,12.230000,12.230000,12.230000,11.589541,0
2021-07-23,12.220000,12.220000,12.220000,12.220000,11.580065,0
2021-07-26,12.210000,12.210000,12.210000,12.210000,11.570587,0
2021-07-27,12.240000,12.240000,12.240000,12.240000,11.599019,0
2021-07-28,12.240000,12.240000,12.240000,12.240000,11.599019,0
2021-07-29,12.220000,12.220000,12.220000,12.220000,11.580065,0
2021-07-30,12.240000,12.240000,12.240000,12.240000,11.616130,0
2021-08-02,12.280000,12.280000,12.280000,12.280000,11.654089,0
2021-08-03,12.280000,12.280000,12.280000,12.280000,11.654089,0
2021-08-04,12.280000,12.280000,12.280000,12.280000,11.654089,0
2021-08-05,12.250000,12.250000,12.250000,12.250000,11.625619,0
2021-08-06,12.190000,12.190000,12.190000,12.190000,11.568677,0
2021-08-09,12.170000,12.170000,12.170000,12.170000,11.549697,0
2021-08-10,12.150000,12.150000,12.150000,12.150000,11.530717,0
2021-08-11,12.160000,12.160000,12.160000,12.160000,11.540206,0
2021-08-12,12.150000,12.150000,12.150000,12.150000,11.530717,0
2021-08-13,12.200000,12.200000,12.200000,12.200000,11.578167,0
2021-08-16,12.210000,12.210000,12.210000,12.210000,11.587657,0
2021-08-17,12.200000,12.200000,12.200000,12.200000,11.578167,0
